country_code,city,location,lat,lon,pollutant,source_name,unit,value,last_updated,country_label,location_label
JP,NA,北九州市若松区本町三丁目１３－１,33.898056,130.81,NO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,北九州市若松区本町三丁目１３－１
JP,NA,千歳市若草４－１３,42.786944,141.605,NO2,japan-soramame,ppm,0.004,2024-03-10T08:00:00Z,Japan,千歳市若草４－１３
JP,NA,千葉市花見川区花見川４－１,35.693889,140.098333,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,千葉市花見川区花見川４－１
JP,NA,南埼玉郡宮代町学園台4-1,36.027222,139.716111,PM2.5,japan-soramame,µg/m³,2,2024-03-10T08:00:00Z,Japan,南埼玉郡宮代町学園台4-1
JP,NA,厚木市中町１－８－１１,35.443333,139.368056,NO2,japan-soramame,ppm,0.006,2024-03-10T08:00:00Z,Japan,厚木市中町１－８－１１
JP,NA,古河市下大野谷地川２４５６,36.175833000000004,139.75888899999998,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,古河市下大野谷地川２４５６
JP,NA,名古屋市中区大須２丁目４０４番地先,35.1625,136.901111,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,名古屋市中区大須２丁目４０４番地先
JP,NA,名古屋市南区松下町２－１,35.073056,136.916667,PM2.5,japan-soramame,µg/m³,3,2024-03-10T08:00:00Z,Japan,名古屋市南区松下町２－１
JP,NA,名古屋市港区港陽１－１－６５,35.099722,136.890278,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,名古屋市港区港陽１－１－６５
JP,NA,君津市久保２－１１,35.331667,139.901944,SO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,君津市久保２－１１
JP,NA,君津市俵田１１１０,35.319444,140.056667,PM2.5,japan-soramame,µg/m³,5,2024-03-10T08:00:00Z,Japan,君津市俵田１１１０
JP,NA,呉市西畑町３３地先,34.236389,132.583889,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,呉市西畑町３３地先
JP,NA,和光市諏訪３－２０,35.774722,139.621389,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,和光市諏訪３－２０
JP,NA,品川区西五反田７－２５－１,35.616667,139.722222,CO,japan-soramame,ppm,0.3,2024-03-10T08:00:00Z,Japan,品川区西五反田７－２５－１
JP,NA,四国中央市三島宮川４－６－５３,33.976944,133.552778,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,四国中央市三島宮川４－６－５３
JP,NA,四国中央市土居町入野１７８－１,33.9475,133.420833,SO2,japan-soramame,ppm,0,2024-03-10T08:00:00Z,Japan,四国中央市土居町入野１７８－１
JP,NA,四日市市伊坂町字上ノ山,35.036389,136.626944,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,四日市市伊坂町字上ノ山
JP,NA,多治見市１１９４番地の１,35.305833,137.170278,PM2.5,japan-soramame,µg/m³,3,2024-03-10T08:00:00Z,Japan,多治見市１１９４番地の１
JP,NA,大分市大字横瀬４１６番地,33.185556,131.553889,SO2,japan-soramame,ppm,0.008,2024-03-10T08:00:00Z,Japan,大分市大字横瀬４１６番地
JP,NA,大和市下鶴間１－１－１,35.484167,139.4625,NO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,大和市下鶴間１－１－１
JP,NA,大和高田市大中９８－４,34.515833,135.737222,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,大和高田市大中９８－４
JP,NA,大牟田市有明町２－３,33.026667,130.44833300000002,CO,japan-soramame,ppm,0.9,2024-03-10T08:00:00Z,Japan,大牟田市有明町２－３
JP,NA,大町市大町１０５８－２,36.500833,137.863056,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,大町市大町１０５８－２
JP,NA,姫路市八代７７９番地の１７,34.843333,134.7,NO2,japan-soramame,ppm,0.004,2024-03-10T08:00:00Z,Japan,姫路市八代７７９番地の１７
JP,NA,姫路市白浜町甲３９６－８,34.781944,134.7075,PM2.5,japan-soramame,µg/m³,7,2024-03-10T08:00:00Z,Japan,姫路市白浜町甲３９６－８
JP,NA,嬉野市嬉野町大字下宿乙1408番地,33.101389,129.982222,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,嬉野市嬉野町大字下宿乙1408番地
JP,NA,富士吉田市上吉田１丁目２－５,35.480556,138.800833,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,富士吉田市上吉田１丁目２－５
JP,NA,富士市宮島１４２５－３地先,35.131667,138.655556,NO2,japan-soramame,ppm,0.01,2024-03-10T08:00:00Z,Japan,富士市宮島１４２５－３地先
JP,NA,富士市津田  216-4,35.154167,138.6775,NO2,japan-soramame,ppm,0.006,2024-03-10T08:00:00Z,Japan,富士市津田  216-4
JP,NA,富山市安野屋町１－１－４２,36.694722,137.203333,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,富山市安野屋町１－１－４２
JP,NA,小山市横倉新田97,36.276111,139.805,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,小山市横倉新田97
JP,NA,小豆郡土庄町渕崎甲２０７９－５,34.485278,134.191111,NO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,小豆郡土庄町渕崎甲２０７９－５
JP,NA,尼崎市東難波町4丁目9-12,34.722778,135.417778,NO2,japan-soramame,ppm,0.008,2024-03-10T08:00:00Z,Japan,尼崎市東難波町4丁目9-12
JP,NA,山形市成沢西１－３－３,38.211944,140.315556,PM2.5,japan-soramame,µg/m³,6,2024-03-10T08:00:00Z,Japan,山形市成沢西１－３－３
JP,NA,山陽小野田市大字小野田３９２３,33.955,131.185,NO2,japan-soramame,ppm,0.004,2024-03-10T08:00:00Z,Japan,山陽小野田市大字小野田３９２３
JP,NA,岐阜市明徳町１１,35.420556,136.761111,CO,japan-soramame,ppm,0.2,2024-03-10T08:00:00Z,Japan,岐阜市明徳町１１
JP,NA,岡山市南区南輝３－６－９,34.602778,133.9375,SO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,岡山市南区南輝３－６－９
JP,NA,岡山市東区西大寺五明１８６,34.639722,134.052778,SO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,岡山市東区西大寺五明１８６
JP,NA,岩沼市中央３丁目１－１３,38.108056,140.870833,PM2.5,japan-soramame,µg/m³,4,2024-03-10T08:00:00Z,Japan,岩沼市中央３丁目１－１３
JP,NA,川崎市多摩区登戸１３２９,35.618611,139.5625,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,川崎市多摩区登戸１３２９
JP,NA,川崎市川崎区田島町２０－５,35.51499999999999,139.712222,PM2.5,japan-soramame,µg/m³,7,2024-03-10T08:00:00Z,Japan,川崎市川崎区田島町２０－５
JP,NA,さいたま市北区宮原町4-129,35.951667,139.606944,PM2.5,japan-soramame,µg/m³,2,2024-03-10T08:00:00Z,Japan,さいたま市北区宮原町4-129
JP,NA,さいたま市大宮区大門町３－３,35.902778,139.634167,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,さいたま市大宮区大門町３－３
JP,NA,幸手市幸手２２６２,36.071667,139.735,PM2.5,japan-soramame,µg/m³,6,2024-03-10T08:00:00Z,Japan,幸手市幸手２２６２
JP,NA,広島市中区基町１１－１,34.392222,132.461111,NO2,japan-soramame,ppm,0.013,2024-03-10T08:00:00Z,Japan,広島市中区基町１１－１
JP,NA,延岡市出北町２丁目１４６７－２,32.570833,131.67499999999998,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,延岡市出北町２丁目１４６７－２
JP,NA,恵那市長島町正家後田１０６７－７１,35.449722,137.432222,PM2.5,japan-soramame,µg/m³,5,2024-03-10T08:00:00Z,Japan,恵那市長島町正家後田１０６７－７１
JP,NA,掛川市三俣６２０,34.666111,138.055,PM2.5,japan-soramame,µg/m³,3,2024-03-10T08:00:00Z,Japan,掛川市三俣６２０
JP,NA,掛川市三俣６２０,34.666111,138.055,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,掛川市三俣６２０
JP,NA,日高市中鹿山８１,35.89,139.346667,PM2.5,japan-soramame,µg/m³,3,2024-01-16T04:00:00Z,Japan,日高市中鹿山８１
JP,NA,春日部市谷原１－３,35.968611,139.748889,NO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,春日部市谷原１－３
JP,NA,札幌市豊平区月寒中央通７丁目,43.031667,141.395833,PM2.5,japan-soramame,µg/m³,5,2024-03-10T08:00:00Z,Japan,札幌市豊平区月寒中央通７丁目
JP,NA,杉並区久我山５－３６－１７,35.686111,139.605556,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,杉並区久我山５－３６－１７
JP,NA,東彼杵郡川棚町下組郷字開３０４－５,33.063056,129.86,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,東彼杵郡川棚町下組郷字開３０４－５
JP,NA,杵島郡白石町大字福田2371番地,33.184722,130.149444,NO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,杵島郡白石町大字福田2371番地
JP,NA,松戸市五香西２－４０－１０,35.791389,139.9625,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,松戸市五香西２－４０－１０
JP,NA,柏市大室１２５６,35.896944,139.966944,SO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,柏市大室１２５６
JP,NA,桑名市繁松新田字宮之割42番地の1,35.054722,136.672222,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,桑名市繁松新田字宮之割42番地の1
JP,NA,横浜市南区南太田２－３０－１,35.432778,139.608889,NO2,japan-soramame,ppm,0.008,2024-03-10T08:00:00Z,Japan,横浜市南区南太田２－３０－１
JP,NA,横浜市西区浅間町１－１６,35.465556,139.611667,PM2.5,japan-soramame,µg/m³,9,2024-03-10T08:00:00Z,Japan,横浜市西区浅間町１－１６
JP,NA,横須賀市久里浜６－１４－２,35.225,139.708333,PM2.5,japan-soramame,µg/m³,4,2024-03-10T08:00:00Z,Japan,横須賀市久里浜６－１４－２
JP,NA,武蔵野市関前３－２－２０,35.711111,139.558333,PM2.5,japan-soramame,µg/m³,3,2024-03-10T08:00:00Z,Japan,武蔵野市関前３－２－２０
JP,NA,江戸川区春江町５－３ー３,35.677778000000004,139.880556,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,江戸川区春江町５－３ー３
JP,NA,河北郡津幡町加賀爪ニ３,36.664167,136.731111,NO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,河北郡津幡町加賀爪ニ３
JP,NA,津山市山北７４０,35.068333,134.011389,NO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,津山市山北７４０
JP,NA,津島市埋田町２－１２３－１,35.170278,136.743056,PM2.5,japan-soramame,µg/m³,0,2024-03-10T08:00:00Z,Japan,津島市埋田町２－１２３－１
JP,NA,港区高輪２－２０,35.633333,139.741667,CO,japan-soramame,ppm,0.2,2024-03-10T08:00:00Z,Japan,港区高輪２－２０
JP,NA,玉野市宇野１－３０５５－６,34.4875,133.949167,SO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,玉野市宇野１－３０５５－６
JP,NA,玉野市渋川１－４１０－１,34.453889,133.909167,SO2,japan-soramame,ppm,0.004,2024-03-10T08:00:00Z,Japan,玉野市渋川１－４１０－１
JP,NA,玖珂郡和木町大字和木２丁目１５番１号,34.203333,132.221111,PM2.5,japan-soramame,µg/m³,10,2024-03-10T08:00:00Z,Japan,玖珂郡和木町大字和木２丁目１５番１号
JP,NA,田川市大字弓削田２８３８,33.630278,130.775833,PM2.5,japan-soramame,µg/m³,10,2024-03-10T08:00:00Z,Japan,田川市大字弓削田２８３８
JP,NA,甲府市国母６－５－１,35.635833,138.558056,CO,japan-soramame,ppm,0.3,2024-03-10T08:00:00Z,Japan,甲府市国母６－５－１
JP,NA,甲賀市水口町水口６２００,34.964444,136.165,PM2.5,japan-soramame,µg/m³,4,2024-03-10T08:00:00Z,Japan,甲賀市水口町水口６２００
JP,NA,石岡市杉並２－１－２,36.199167,140.288611,NO2,japan-soramame,ppm,0,2024-03-07T07:00:00Z,Japan,石岡市杉並２－１－２
JP,NA,磯城郡田原本町宮古４０４－７,34.555278,135.791944,SO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,磯城郡田原本町宮古４０４－７
JP,NA,神埼市神埼町枝ヶ里349,33.305,130.373889,PM2.5,japan-soramame,µg/m³,11,2024-03-10T08:00:00Z,Japan,神埼市神埼町枝ヶ里349
JP,NA,神戸市東灘区住吉南町1丁目,34.708889,135.262778,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,神戸市東灘区住吉南町1丁目
JP,NA,福岡市中央区天神２－１２,33.588333,130.400833,CO,japan-soramame,ppm,0.2,2024-03-10T08:00:00Z,Japan,福岡市中央区天神２－１２
JP,NA,福岡市南区大橋３－１８,33.550833,130.436111,PM2.5,japan-soramame,µg/m³,10,2024-03-10T08:00:00Z,Japan,福岡市南区大橋３－１８
JP,NA,秋田市仁井田本町四丁目５番２０号,39.679444,140.130278,NO2,japan-soramame,ppm,0.004,2024-03-10T08:00:00Z,Japan,秋田市仁井田本町四丁目５番２０号
JP,NA,紫波郡紫波町日詰字東裏  ８５－１,39.555556,141.172222,NO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,紫波郡紫波町日詰字東裏  ８５－１
JP,NA,羽生市藤井下組１１４,36.171389,139.559167,SO2,japan-soramame,ppm,0,2024-03-10T08:00:00Z,Japan,羽生市藤井下組１１４
JP,NA,肝属郡東串良町新川西３６３２,31.358611,131.001667,NO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,肝属郡東串良町新川西３６３２
JP,NA,能代市檜山字赤館４２－１,40.1675,140.121667,SO2,japan-soramame,ppm,0.001,2024-03-10T08:00:00Z,Japan,能代市檜山字赤館４２－１
JP,NA,船橋市日の出１－１６,35.688333,139.996111,NO2,japan-soramame,ppm,0.004,2024-03-10T08:00:00Z,Japan,船橋市日の出１－１６
JP,NA,苫小牧市沼ノ端中央５－４,42.667778,141.691944,PM2.5,japan-soramame,µg/m³,7,2024-03-10T08:00:00Z,Japan,苫小牧市沼ノ端中央５－４
JP,NA,苫小牧市しらかば町5丁目21番地,42.626944,141.540833,NO2,japan-soramame,ppm,0.007,2024-03-10T08:00:00Z,Japan,苫小牧市しらかば町5丁目21番地
JP,NA,藤沢市打戻１９０２,35.408611,139.432222,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,藤沢市打戻１９０２
JP,NA,藤沢市朝日町１－１,35.335556,139.495,CO,japan-soramame,ppm,0.2,2024-03-10T08:00:00Z,Japan,藤沢市朝日町１－１
JP,NA,西宮市六湛寺町１０番３号,34.735,135.344167,CO,japan-soramame,ppm,0.3,2024-03-10T08:00:00Z,Japan,西宮市六湛寺町１０番３号
JP,NA,西宮市六湛寺町１０番３号,34.733889,135.343889,NO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,西宮市六湛寺町１０番３号
JP,NA,豊後大野市三重町市場９３４番地２,32.9725,131.580556,NO2,japan-soramame,ppm,0.003,2024-03-10T08:00:00Z,Japan,豊後大野市三重町市場９３４番地２
JP,NA,豊橋市大岩町字東郷内１１１－１,34.721944,137.450833,PM2.5,japan-soramame,µg/m³,6,2024-03-10T08:00:00Z,Japan,豊橋市大岩町字東郷内１１１－１
JP,NA,豊橋市大崎町字柿ノ木１６,34.712222,137.346944,SO2,japan-soramame,ppm,0.002,2024-03-10T08:00:00Z,Japan,豊橋市大崎町字柿ノ木１６
JP,NA,豊田市三軒町６－２３－５,35.081667,137.143056,CO,japan-soramame,ppm,0.3,2024-03-10T08:00:00Z,Japan,豊田市三軒町６－２３－５
JP,NA,越谷市東越谷３－１４,35.893056,139.798611,PM2.5,japan-soramame,µg/m³,2,2024-03-10T08:00:00Z,Japan,越谷市東越谷３－１４
JP,NA,海南市野上中１６６－１,34.162222,135.279444,NO2,japan-soramame,ppm,0.006,2023-08-28T04:00:00Z,Japan,海南市野上中１６６－１
JP,NA,天草郡苓北町志岐４６０,32.509167,130.055833,SO2,japan-soramame,ppm,0,2023-12-28T04:00:00Z,Japan,天草郡苓北町志岐４６０
JP,NA,敦賀市新和町２丁目３３番１号,35.625278,136.055833,NO2,japan-soramame,ppm,0.002,2023-11-06T23:00:00Z,Japan,敦賀市新和町２丁目３３番１号
JP,NA,大阪市住之江区南港東８－５,34.6275,135.435556,SO2,japan-soramame,ppm,0.004,2023-10-16T08:00:00Z,Japan,大阪市住之江区南港東８－５
JP,NA,大阪市旭区新森６－３－１３,34.711944,135.564722,PM2.5,japan-soramame,µg/m³,12,2023-10-16T08:00:00Z,Japan,大阪市旭区新森６－３－１３
JP,NA,大阪市鶴見区浜３－８－６６,34.705833,135.588611,NO2,japan-soramame,ppm,0.018,2023-10-16T08:00:00Z,Japan,大阪市鶴見区浜３－８－６６
JP,NA,泉佐野市羽倉崎４－３－１２,34.400556,135.301667,PM2.5,japan-soramame,µg/m³,11,2023-10-16T08:00:00Z,Japan,泉佐野市羽倉崎４－３－１２
KW,N/A,Kuwait City,29.292317,48.047679,PM2.5,AirNow,µg/m³,38,2024-02-22T06:00:00Z,Kuwait,N/A
LA,Bueng Kan,Bueng Kan District Office,18.358249,103.652055,CO,Air4Thai,ppm,2.67,2023-06-13T00:00:00Z,Lao People's Dem. Rep.,Bueng Kan
LT,Integrated Monitoring Network,NET-LT002A,55.46333312949894,26.004169460000004,PM2.5,EEA Lithuania,µg/m³,2.20000004,2024-03-11T11:00:00Z,Lithuania,Integrated Monitoring Network
LT,National Air Monitoring Network,NET-LT001A,55.68999999950047,21.17946,CO,EEA Lithuania,µg/m³,209.55599999999998,2024-03-11T11:00:00Z,Lithuania,National Air Monitoring Network
LU,Air Quality Luxembourg,NET-LU005A,49.61156999947028,6.118470000000001,NO2,EEA Luxemburg,µg/m³,10.7,2024-03-11T12:00:00Z,Luxembourg,Air Quality Luxembourg
LU,Air Quality Luxembourg,NET-LU005A,49.505039999469965,5.97694,PM2.5,EEA Luxemburg,µg/m³,8,2024-03-11T12:00:00Z,Luxembourg,Air Quality Luxembourg
LV,Air Quality Monitoring Network,NET-LV002A,56.960877999509684,24.121171000000004,O3,EEA Latvia,µg/m³,70.544,2024-03-11T12:00:00Z,Latvia,Air Quality Monitoring Network
LV,Air Quality Monitoring Network,NET-LV002A,56.960877999509684,24.121171000000004,CO,EEA Latvia,µg/m³,190,2024-03-11T12:00:00Z,Latvia,Air Quality Monitoring Network
LV,NA,LV0007A,57.4046329995131,21.591989,NO2,EEA Latvia,µg/m³,28.4,2022-01-03T09:00:00Z,Latvia,LV0007A
ME,Pljevlja,Gradina,43.278596,19.281092,NO2,Montenegro,µg/m³,2.1,2024-01-30T16:00:00Z,Montenegro,Pljevlja
MK,State Air Quality Monitoring Network,NET-MK005A,41.97832999999999,21.47,O3,EEA Macedonia,µg/m³,66.6,2023-06-19T10:00:00Z,"Macedonia, The former Yugoslav Rep. of",State Air Quality Monitoring Network
MK,State Air Quality Monitoring Network,NET-MK005A,41.99199999999999,21.423,CO,EEA Macedonia,µg/m³,1206.3999999999999,2024-03-11T12:00:00Z,"Macedonia, The former Yugoslav Rep. of",State Air Quality Monitoring Network
MK,State Air Quality Monitoring Network,NET-MK005A,41.79973999999999,20.90973,CO,EEA Macedonia,µg/m³,477.92,2024-03-11T12:00:00Z,"Macedonia, The former Yugoslav Rep. of",State Air Quality Monitoring Network
MK,State Air Quality Monitoring Network,NET-MK005A,41.139142,22.49604,NO2,EEA Macedonia,µg/m³,1.2415,2024-01-29T21:00:00Z,"Macedonia, The former Yugoslav Rep. of",State Air Quality Monitoring Network
MM,Chiang Rai,Maesai Health Office,20.427325,99.883842,SO2,Air4Thai,ppm,0,2024-03-01T09:00:00Z,Myanmar,Chiang Rai
MM,NA,"Chong Kham, Mueang",19.304501021455,97.971525255487,CO,Thailand,ppm,4.57,2020-09-23T04:00:00Z,Myanmar,"Chong Kham, Mueang"
MN,Эрдэнэт хот,Эрдэнэт2,49.01705555555556,104.02813888888889,SO2,Tsag-Agaar.gov.mn,µg/m³,59,2019-12-31T12:00:00Z,Mongolia,Эрдэнэт хот
MN,Ulaanbaatar,УБ-6,47.91345,106.97203055555556,NO2,Tsag-Agaar.gov.mn,µg/m³,31,2019-12-31T00:00:00Z,Mongolia,Ulaanbaatar
MN,NA,Baruun 4 zam,47.9153833,106.89419440000002,PM2.5,Agaar.mn,µg/m³,162,2019-03-13T22:00:00Z,Mongolia,Baruun 4 zam
MN,NA,100 ail,47.9329056,106.9213833,NO2,Agaar.mn,µg/m³,3,2019-03-07T10:00:00Z,Mongolia,100 ail
MN,NA,US Diplomatic Post: Ulaanbaatar,47.928444,106.930189,PM2.5,StateAir_Ulaanbaatar,µg/m³,29.6,2016-11-09T16:00:00Z,Mongolia,US Diplomatic Post: Ulaanbaatar
MX,NA,"Rincon del Bosque, CDMX",19.430045776952728,-99.18183463386997,PM2.5,airgradient,µg/m³,14.577380975087484,2024-03-08T09:00:00Z,Mexico,"Rincon del Bosque, CDMX"
MX,NA,"Obraje, San Miguel de Allende",20.9221876,-100.7379143,PM1,airgradient,µg/m³,1.8571428060531616,2024-03-07T23:00:00Z,Mexico,"Obraje, San Miguel de Allende"
MX,AGUASCALIENTES,NTE,21.919917,-102.276083,O3,AirNow,ppm,0.081,2024-03-08T03:00:00Z,Mexico,AGUASCALIENTES
MX,AGUASCALIENTES,SUR,21.84525,-102.291222,CO,AirNow,ppm,1,2024-03-08T03:00:00Z,Mexico,AGUASCALIENTES
MX,San Juan del Río,San Juan del Río,20.388888888889,-99.972147222222,NO2,Sinaica Mexico,ppm,0.01087,2024-03-07T20:00:00Z,Mexico,San Juan del Río
MX,Puebla,Universidad Tecnológica de Puebla,19.071888888888996,-98.151722222222,O3,Sinaica Mexico,ppm,0.0273341414141414,2021-09-23T17:00:00Z,Mexico,Puebla
MX,"Col. Indeco, Cd. Industrial",Instituto Tecnológico de Villahermosa,18.022933333333,-92.903219444444,SO2,Sinaica Mexico,ppm,0.00784617222222222,2024-02-17T02:00:00Z,Mexico,"Col. Indeco, Cd. Industrial"
MX,Durango,SRNyMA,24.026777777777998,-104.69297500000002,O3,Sinaica Mexico,ppm,0.018215,2024-03-04T05:00:00Z,Mexico,Durango
MX,Tonalá,Loma Dorada,20.629294722222,-103.26397416667,NO2,Sinaica Mexico,ppm,0.013199,2021-03-16T16:00:00Z,Mexico,Tonalá
MX,Tula de Allende,Universidad Tecnológica de Tula Tepeji,20.000849833333003,-99.34375999999999,PM2.5,Sinaica Mexico,µg/m³,19.3062222222222,2024-03-02T22:00:00Z,Mexico,Tula de Allende
MX,El Salto,Las Pintas,20.576823888889,-103.32652861111,PM2.5,Sinaica Mexico,µg/m³,20.861,2024-03-02T07:00:00Z,Mexico,El Salto
MX,Coatzacoalcos,Bomberos y Protección Civil Municipal,18.140805555556,-94.427416666667,CO,Sinaica Mexico,ppm,0,2024-02-15T19:00:00Z,Mexico,Coatzacoalcos
MX,Tepeapulco,Estación de Bomberos de Cd. Sahagún,19.771694444443998,-98.57769444444399,NO2,Sinaica Mexico,ppm,0.006156,2024-03-01T21:00:00Z,Mexico,Tepeapulco
MX,Monterrey,Pueblo Serena,25.575277777778,-100.24916666667,O3,Sinaica Mexico,ppm,0.055,2024-03-01T19:00:00Z,Mexico,Monterrey
MX,Pesquería,Pesquería,25.790555555556004,-100.07852777778,NO2,Sinaica Mexico,ppm,0.010199999999999999,2024-03-01T19:00:00Z,Mexico,Pesquería
MX,Querétaro,Carrillo Puerto,20.610597222222,-100.43759722222,SO2,Sinaica Mexico,ppm,0.01383,2024-03-01T05:00:00Z,Mexico,Querétaro
MX,JALISCO,Las Pintas,20.576667,-103.326389,PM2.5,AirNow,µg/m³,79.5,2024-02-29T23:00:00Z,Mexico,JALISCO
MX,Aguascalientes,Centro,21.883780555556,-102.295825,PM2.5,Sinaica Mexico,µg/m³,111.83,2024-02-19T15:00:00Z,Mexico,Aguascalientes
MX,Aguascalientes,Centro,21.883780555556,-102.295825,SO2,Sinaica Mexico,ppm,0,2024-02-21T13:00:00Z,Mexico,Aguascalientes
MX,Aguascalientes,Centro,21.883780555556,-102.295825,NO2,Sinaica Mexico,ppm,0.0221,2024-02-21T13:00:00Z,Mexico,Aguascalientes
MX,Zapopan,Las Águilas,20.631268055556,-103.41643083333,PM2.5,Sinaica Mexico,µg/m³,51.507,2024-02-24T05:00:00Z,Mexico,Zapopan
MX,Mérida,SDS01,20.973272222222,-89.624811111111,O3,Sinaica Mexico,ppm,0.0349363734,2024-02-22T04:00:00Z,Mexico,Mérida
MX,Nueva Oxtotitlán,Oxtotitlán,19.283444444444,-99.68348888888899,NO2,Sinaica Mexico,ppm,0.033,2024-02-20T05:00:00Z,Mexico,Nueva Oxtotitlán
MX,Pachuca de Soto,Jardín del Maestro,20.120555555556,-98.74,PM2.5,Sinaica Mexico,µg/m³,23,2023-11-21T16:00:00Z,Mexico,Pachuca de Soto
MX,San Luis Potosí,Escuela Primaria 1° de mayo,22.159444444444,-100.95333333333,SO2,Sinaica Mexico,ppm,0.0039373,2023-10-04T19:00:00Z,Mexico,San Luis Potosí
MX,Tuxtla Gutiérrez,Palacio Municipal,16.753166666667,-93.114944444444,SO2,Sinaica Mexico,ppm,0.0010947700870782135,2023-10-07T03:00:00Z,Mexico,Tuxtla Gutiérrez
MX,Ecatepec de Morelos,San Agustín,19.533055555556,-99.030555555556,CO,Sinaica Mexico,ppm,1.1,2023-09-27T15:00:00Z,Mexico,Ecatepec de Morelos
MX,Nezahualcóyotl,FES Aragón,19.473691944444,-99.046175833333,SO2,Sinaica Mexico,ppm,0.003,2023-09-27T15:00:00Z,Mexico,Nezahualcóyotl
MX,Naucalpan de Juárez,FES Acatlán,19.482499999999998,-99.24361111111101,O3,Sinaica Mexico,ppm,0.019,2023-09-27T15:00:00Z,Mexico,Naucalpan de Juárez
MX,DISTRITO FEDERAL,Pedregal,19.325099999999996,-99.2041,O3,AirNow,ppm,0.026,2023-08-30T11:00:00Z,Mexico,DISTRITO FEDERAL
MX,MEXICO STATE,San Agust�n,19.5329,-99.0303,O3,AirNow,ppm,0.021,2023-08-30T11:00:00Z,Mexico,MEXICO STATE
MX,DISTRITO FEDERAL,Cuajimalpa,19.3653,-99.2917,O3,AirNow,ppm,0.018,2023-08-30T11:00:00Z,Mexico,DISTRITO FEDERAL
MX,DISTRITO FEDERAL,Santiago Acahualtepe,19.3502,-99.1571,NO2,AirNow,ppm,0.023,2023-08-14T15:00:00Z,Mexico,DISTRITO FEDERAL
MX,DISTRITO FEDERAL,Santiago Acahualtepe,19.3502,-99.1571,SO2,AirNow,ppm,0.001,2023-08-14T15:00:00Z,Mexico,DISTRITO FEDERAL
MX,NA,Tecnológico Lerdo,25.550194444444,-103.53480555556,O3,Sinaica Mexico,ppm,0.0082864,2023-01-17T16:00:00Z,Mexico,Tecnológico Lerdo
MX,NA,Primaria Julián Gascón Mercado,21.509805555556,-104.91018055555999,CO,Sinaica Mexico,ppm,0.502,2021-09-23T17:00:00Z,Mexico,Primaria Julián Gascón Mercado
MX,NA,El Marqués,20.605872222222,-100.33229166667,SO2,Sinaica Mexico,ppm,0.00218,2021-09-23T11:00:00Z,Mexico,El Marqués
