country_code,city,location,lat,lon,pollutant,source_name,unit,value,last_updated,country_label,location_label
US,Santa Barbara-Santa Maria,Santa Barbara,34.42775,-119.69091,O3,AirNow,ppm,0.035,2023-05-30T23:00:00Z,United States,Santa Barbara-Santa Maria
US,GARFIELD,Pomeroy-Pataha St,46.474438,-117.614764,PM2.5,AirNow,µg/m³,3,2023-05-30T23:00:00Z,United States,GARFIELD
US,BOLIVAR,CLEVELAND,33.750833,-90.734167,PM2.5,AirNow,µg/m³,13.7,2023-05-30T23:00:00Z,United States,BOLIVAR
US,FRESNO,Tranquillity,36.6324,-120.3822,PM2.5,AirNow,µg/m³,1.5,2023-05-30T23:00:00Z,United States,FRESNO
US,TULARE,Porterville-NFS,36.0319,-119.055,O3,AirNow,ppm,0.054,2023-05-30T23:00:00Z,United States,TULARE
US,Bakersfield,Bakersfield-Muni,35.3313,-119,O3,AirNow,ppm,0.038,2023-05-30T23:00:00Z,United States,Bakersfield
US,MADISON,Alton,38.901316,-90.146211,O3,AirNow,ppm,0.07,2023-05-30T23:00:00Z,United States,MADISON
US,Buffalo-Niagara Falls,Fulton,43.284279,-76.46318,O3,AirNow,ppm,0.061,2023-05-30T23:00:00Z,United States,Buffalo-Niagara Falls
US,IRON,Enoch,37.747445,-113.055524,O3,AirNow,ppm,0.051,2023-05-30T23:00:00Z,United States,IRON
US,DUNN,Lake Ilo,47.342589,-102.645997,NO2,AirNow,ppm,0,2023-05-30T23:00:00Z,United States,DUNN
US,Salt Lake City,Copper View,40.598056,-111.894167,PM2.5,AirNow,µg/m³,5.5,2023-05-30T23:00:00Z,United States,Salt Lake City
