country_code,country_label,month,year,pollutant,mean_value
AD,Andorra,4,2023,O3,45.8
AD,Andorra,5,2023,CO,100
AD,Andorra,5,2023,NO2,4.7
AD,Andorra,5,2023,O3,79.6
AD,Andorra,5,2023,PM2.5,7.9
AD,Andorra,5,2023,SO2,0.2
AE,United Arab Emirates,3,2024,CO,306.6666666666667
AE,United Arab Emirates,3,2024,NO2,7.2958823529411765
AE,United Arab Emirates,3,2024,O3,51.32952556237219
AE,United Arab Emirates,3,2024,PM2.5,46
AE,United Arab Emirates,3,2024,SO2,9.108888888888888
AE,United Arab Emirates,6,2023,PM2.5,90.2
AF,Afghanistan,8,2021,PM2.5,136
AG,Antigua and Barbuda,5,2023,PM2.5,10
AJ,NA,4,2023,PM2.5,27
AJ,NA,5,2023,PM2.5,20
AJ,NA,9,2022,PM2.5,11
AJ,NA,10,2022,PM2.5,14
AM,Armenia,6,2023,PM2.5,10.4
AQ,NA,1,2020,O3,43.2
AQ,NA,2,2021,CO,2411.7091153374236
AQ,NA,2,2021,NO2,96.05566976687116
AQ,NA,2,2021,O3,10.065709938650308
AQ,NA,2,2021,PM2.5,47.58657
AQ,NA,2,2021,SO2,13.76916446952965
AR,Argentina,1,2017,PM2.5,3
AR,Argentina,2,2022,PM2.5,3
AR,Argentina,2,2024,CO,453.6646216768916
AR,Argentina,2,2024,NO2,12.52719836400818
AR,Argentina,2,2024,O3,26
AR,Argentina,2,2024,PM2.5,5.560119032859802
AR,Argentina,2,2024,SO2,5.71
AR,Argentina,8,2023,PM2.5,6.779166743159294
AR,Argentina,9,2023,PM2.5,17.512499888737995
AR,Argentina,12,2023,PM2.5,1
AT,Austria,1,2024,CO,479.77103846153847
AT,Austria,1,2024,NO2,32.79482784893617
AT,Austria,1,2024,O3,40.58314634146342
AT,Austria,1,2024,PM2.5,20.319425074545453
AT,Austria,1,2024,SO2,1.7069248593333333
AT,Austria,2,2017,NO2,0
AT,Austria,2,2022,SO2,2.71999979
AT,Austria,2,2024,CO,353.1111065384615
AT,Austria,2,2024,NO2,27.14797832158621
AT,Austria,2,2024,O3,39.01929357798165
AT,Austria,2,2024,PM2.5,11.48634929104364
AT,Austria,2,2024,SO2,1.8932290907017544
AT,Austria,3,2017,CO,0
AT,Austria,4,2021,NO2,2.89699983
AT,Austria,5,2022,SO2,13.20600795
AT,Austria,6,2023,NO2,1.40074992
AT,Austria,6,2023,O3,99.894
AT,Austria,7,2017,NO2,10.463252814285715
AT,Austria,7,2017,O3,61.7142
AT,Austria,7,2017,SO2,1.9014760016666667
AT,Austria,8,2023,PM2.5,5.1874999950000005
AT,Austria,9,2023,SO2,3.19768047
AT,Austria,11,2023,NO2,13.094111915
AT,Austria,11,2023,PM2.5,9.8499999
AT,Austria,12,2016,CO,449.6470588235294
AT,Austria,12,2016,NO2,34.68604651162791
AT,Austria,12,2016,O3,39.31147540983606
AT,Austria,12,2016,SO2,2.5
AT,Austria,12,2020,NO2,21.561070434999998
AT,Austria,12,2020,O3,20.5365
AT,Austria,12,2020,SO2,6
AT,Austria,12,2021,CO,1044.51549
AT,Austria,12,2021,NO2,9.883500095
AT,Austria,12,2021,O3,69.606
AT,Austria,12,2023,NO2,25.501820262499997
AT,Austria,12,2023,O3,12.571
AT,Austria,12,2023,PM2.5,8.14272499
AT,Austria,12,2023,SO2,1.99855041
AU,Australia,1,2018,CO,229.120654396728
AU,Australia,1,2018,NO2,3.7635991820040897
AU,Australia,1,2020,CO,1048.2269938650306
AU,Australia,1,2020,NO2,0
AU,Australia,1,2020,PM2.5,12.200000000000001
AU,Australia,1,2020,SO2,0
AU,Australia,1,2021,PM2.5,1.92
AU,Australia,1,2024,CO,114.560327198364
AU,Australia,1,2024,NO2,3.7635991820040897
AU,Australia,1,2024,O3,20.41717791411043
AU,Australia,1,2024,PM2.5,6.616666666666666
AU,Australia,1,2024,SO2,0
AU,Australia,2,2020,CO,0
AU,Australia,2,2020,PM2.5,2.17
AU,Australia,2,2022,PM2.5,2.85
AU,Australia,2,2024,CO,152.747102931152
AU,Australia,2,2024,NO2,0
AU,Australia,2,2024,O3,60.858895705521476
AU,Australia,2,2024,PM2.5,3.6812687962959734
AU,Australia,3,2018,PM2.5,1
AU,Australia,3,2021,PM2.5,0.65
AU,Australia,3,2022,PM2.5,9.13
AU,Australia,3,2023,CO,68.73619631901842
AU,Australia,3,2023,NO2,22.58159509202454
AU,Australia,3,2023,PM2.5,8.96
AU,Australia,4,2021,CO,343.6809815950921
AU,Australia,4,2021,NO2,41.399591002044986
AU,Australia,4,2021,PM2.5,6.6
AU,Australia,4,2021,SO2,5.240899795501022
AU,Australia,4,2023,CO,158.09325153374235
AU,Australia,4,2023,NO2,25.717927743694613
AU,Australia,4,2023,O3,24.302113156100887
AU,Australia,4,2023,PM2.5,10.106666666666667
AU,Australia,4,2023,SO2,1.7332404323692665
AU,Australia,5,2018,CO,267.30743012951604
AU,Australia,5,2018,NO2,6.183055799006719
AU,Australia,5,2018,PM2.5,9.9
AU,Australia,5,2018,SO2,7.861349693251532
AU,Australia,5,2019,CO,171.840490797546
AU,Australia,5,2019,NO2,6.272665303340149
AU,Australia,5,2019,SO2,1.8343149284253577
AU,Australia,5,2021,PM2.5,1.115
AU,Australia,6,2020,PM2.5,5.449999999999999
AU,Australia,6,2023,O3,29.447852760736197
AU,Australia,6,2023,PM2.5,3.65
AU,Australia,7,2020,PM2.5,6.1
AU,Australia,7,2021,PM2.5,3.51
AU,Australia,8,2020,PM2.5,1.2
AU,Australia,8,2022,PM2.5,1
AU,Australia,8,2023,PM2.5,3.4
AU,Australia,9,2019,O3,53.00613496932515
AU,Australia,9,2020,PM2.5,0.88
AU,Australia,9,2021,NO2,0
AU,Australia,9,2021,O3,56.93251533742331
AU,Australia,9,2021,PM2.5,2.9
AU,Australia,9,2021,SO2,0
AU,Australia,9,2022,PM2.5,5.9
AU,Australia,10,2018,CO,0
AU,Australia,10,2022,CO,0
AU,Australia,10,2022,NO2,7.99764826175869
AU,Australia,10,2022,O3,62.16768916155419
AU,Australia,10,2022,PM2.5,4.65
AU,Australia,10,2022,SO2,0.8734832992501703
AU,Australia,10,2023,PM2.5,4.399999952316284
AU,Australia,11,2018,NO2,3.7635991820040897
AU,Australia,11,2022,CO,62.48745119910764
AU,Australia,11,2022,NO2,1.8065276073619632
AU,Australia,11,2022,O3,36.48261758691206
AU,Australia,11,2022,PM2.5,2.9642857142857144
AU,Australia,11,2022,SO2,0
AU,Australia,12,2019,CO,0
AU,Australia,12,2019,SO2,980.0482617586912
AU,Australia,12,2020,O3,45.15337423312884
AU,Australia,12,2021,O3,31.411042944785276
AU,Australia,12,2021,PM2.5,4.14
AZ,Azerbaijan,2,2024,PM2.5,12
BA,Bosnia and Herzegovina,1,2022,CO,1026.5
BA,Bosnia and Herzegovina,1,2022,NO2,21.2
BA,Bosnia and Herzegovina,1,2022,O3,38.175
BA,Bosnia and Herzegovina,1,2022,PM2.5,23.099999999999998
BA,Bosnia and Herzegovina,1,2022,SO2,83.89999999999999
BA,Bosnia and Herzegovina,2,2017,O3,19
BA,Bosnia and Herzegovina,2,2024,CO,238
BA,Bosnia and Herzegovina,2,2024,NO2,59.1
BA,Bosnia and Herzegovina,2,2024,O3,4.5
BA,Bosnia and Herzegovina,2,2024,PM2.5,46.333333333333336
BA,Bosnia and Herzegovina,2,2024,SO2,79.7
BA,Bosnia and Herzegovina,3,2018,NO2,19
BA,Bosnia and Herzegovina,3,2018,SO2,29
BA,Bosnia and Herzegovina,6,2016,CO,0
BA,Bosnia and Herzegovina,6,2016,NO2,0
BA,Bosnia and Herzegovina,6,2016,O3,110
BA,Bosnia and Herzegovina,8,2016,NO2,5
BA,Bosnia and Herzegovina,8,2018,O3,8
BA,Bosnia and Herzegovina,9,2018,CO,141
BA,Bosnia and Herzegovina,9,2018,SO2,10
BA,Bosnia and Herzegovina,10,2017,NO2,22
BA,Bosnia and Herzegovina,10,2018,CO,314.2
BA,Bosnia and Herzegovina,10,2018,NO2,27.666666666666668
BA,Bosnia and Herzegovina,10,2018,O3,15.5
BA,Bosnia and Herzegovina,10,2018,SO2,20.22222222222222
BA,Bosnia and Herzegovina,11,2016,CO,780.3333333333334
BA,Bosnia and Herzegovina,12,2021,PM2.5,87
BD,Bangladesh,3,2024,O3,113.86503067484662
BD,Bangladesh,3,2024,PM2.5,65
BD,Bangladesh,10,2022,CO,1230
BD,Bangladesh,10,2022,NO2,14.145
BD,Bangladesh,10,2022,O3,5.195
BD,Bangladesh,10,2022,PM2.5,65.45
BD,Bangladesh,10,2022,SO2,21.025
BD,Bangladesh,11,2016,PM2.5,45.5
BE,Belgium,1,2017,NO2,46.666666666666664
BE,Belgium,1,2017,O3,2.75
BE,Belgium,1,2017,PM2.5,24.75
BE,Belgium,1,2017,SO2,1.7
BE,Belgium,1,2018,NO2,71.5
BE,Belgium,1,2018,PM2.5,19
BE,Belgium,1,2018,SO2,7
BE,Belgium,1,2019,NO2,3.5
BE,Belgium,1,2019,PM2.5,25
BE,Belgium,1,2020,SO2,0.3333333333333333
BE,Belgium,1,2021,NO2,19.25
BE,Belgium,1,2022,O3,71.5
BE,Belgium,1,2023,CO,445
BE,Belgium,1,2023,SO2,0
BE,Belgium,1,2024,CO,405
BE,Belgium,1,2024,NO2,23.692473684210526
BE,Belgium,1,2024,O3,34.37575
BE,Belgium,1,2024,PM2.5,11.89
BE,Belgium,1,2024,SO2,3.825
BE,Belgium,2,2020,SO2,5.5
BE,Belgium,2,2021,NO2,21
BE,Belgium,2,2021,SO2,2
BE,Belgium,2,2023,CO,545
BE,Belgium,2,2023,O3,12
BE,Belgium,3,2017,PM2.5,10
BE,Belgium,3,2017,SO2,2.25
BE,Belgium,3,2024,CO,290
BE,Belgium,3,2024,NO2,19.966175
BE,Belgium,3,2024,O3,38.760444444444445
BE,Belgium,3,2024,PM1,14.943452517191568
BE,Belgium,3,2024,PM2.5,16.206456072310328
BE,Belgium,3,2024,SO2,1.2868181818181819
BE,Belgium,4,2018,NO2,10.2
BE,Belgium,4,2018,O3,55.48
BE,Belgium,4,2023,NO2,19
BE,Belgium,7,2017,NO2,7.78
BE,Belgium,7,2017,SO2,3.6
BE,Belgium,10,2022,CO,120
BE,Belgium,11,2023,O3,55
BE,Belgium,12,2016,SO2,0.75
BE,Belgium,12,2020,CO,0.21
BE,Belgium,12,2020,NO2,25.5
BE,Belgium,12,2020,O3,19.5
BE,Belgium,12,2021,CO,130
BE,Belgium,12,2021,NO2,5
BE,Belgium,12,2021,O3,34.5
BE,Belgium,12,2021,PM2.5,2.653
BE,Belgium,12,2021,SO2,1.5
BE,Belgium,12,2022,SO2,3.8
BG,Bulgaria,1,2024,CO,1004.56407
BG,Bulgaria,1,2024,NO2,14.02563242
BG,Bulgaria,1,2024,SO2,3.22182709
BG,Bulgaria,3,2024,CO,526.6974284210527
BG,Bulgaria,3,2024,NO2,25.124117371363635
BG,Bulgaria,3,2024,O3,25.593157894736844
BG,Bulgaria,3,2024,PM2.5,14.773333333333333
BG,Bulgaria,3,2024,SO2,10.00544015173913
BG,Bulgaria,8,2022,NO2,27.97
BG,Bulgaria,8,2022,PM2.5,12.58
BG,Bulgaria,8,2022,SO2,9.8
BG,Bulgaria,8,2023,NO2,4.77
BG,Bulgaria,8,2023,SO2,1.38
BH,Bahrain,5,2023,PM2.5,23
BK,NA,5,2022,PM2.5,4.6
BK,NA,5,2023,PM2.5,7.15
BM,Bermuda,3,2021,O3,23.558282208588956
BM,Bermuda,5,2023,PM2.5,17
BR,Brazil,1,2023,NO2,16
BR,Brazil,1,2024,SO2,24.38
BR,Brazil,2,2023,CO,572.80163599182
BR,Brazil,2,2023,NO2,55
BR,Brazil,2,2023,O3,10
BR,Brazil,2,2023,PM2.5,3.5
BR,Brazil,3,2023,CO,343.680981595092
BR,Brazil,3,2023,NO2,44
BR,Brazil,3,2023,O3,22
BR,Brazil,3,2023,PM2.5,13
BR,Brazil,3,2024,CO,292.12883435582825
BR,Brazil,3,2024,NO2,17.92
BR,Brazil,3,2024,O3,10.653333333333334
BR,Brazil,3,2024,PM2.5,4.1850000000000005
BR,Brazil,3,2024,SO2,6.57
BR,Brazil,4,2023,CO,515.5214723926381
BR,Brazil,4,2023,NO2,22.3
BR,Brazil,4,2023,O3,81.46511627906976
BR,Brazil,4,2023,PM2.5,19.916666666666668
BR,Brazil,4,2023,SO2,3.2
BR,Brazil,7,2022,NO2,82
BR,Brazil,7,2022,SO2,49
BR,Brazil,10,2017,CO,458.241308793456
BR,Brazil,10,2017,NO2,42
BR,Brazil,10,2017,O3,74.66666666666667
BR,Brazil,10,2017,PM2.5,28
BR,Brazil,10,2017,SO2,1.5
BR,Brazil,10,2022,CO,458.241308793456
BR,Brazil,10,2022,NO2,17.2
BR,Brazil,10,2022,O3,68.5
BR,Brazil,10,2022,PM2.5,15.333333333333334
BR,Brazil,10,2022,SO2,1.5
BR,Brazil,11,2023,O3,0
BR,Brazil,12,2022,PM2.5,20
BZ,Belize,3,2024,PM2.5,15
CA,Canada,1,2018,O3,47.11656441717791
CA,Canada,1,2018,PM2.5,0
CA,Canada,1,2019,NO2,11.29079754601227
CA,Canada,1,2019,PM2.5,4.5
CA,Canada,1,2019,SO2,0
CA,Canada,1,2021,O3,37.30061349693251
CA,Canada,1,2021,PM2.5,4
CA,Canada,1,2022,CO,916.482617586912
CA,Canada,1,2022,NO2,41.399591002044986
CA,Canada,1,2022,O3,11.779141104294478
CA,Canada,1,2022,PM2.5,13.6
CA,Canada,1,2022,SO2,0
CA,Canada,1,2024,CO,315.040899795501
CA,Canada,1,2024,NO2,5.720670756646216
CA,Canada,1,2024,O3,69.88957055214723
CA,Canada,1,2024,PM2.5,4.16
CA,Canada,1,2024,SO2,0.5240899795501023
CA,Canada,2,2019,PM2.5,8
CA,Canada,2,2021,NO2,13.172597137014314
CA,Canada,2,2021,PM2.5,0.2
CA,Canada,2,2022,O3,49.079754601226995
CA,Canada,2,2022,PM2.5,5.3
CA,Canada,2,2023,CO,400.961145194274
CA,Canada,2,2024,PM2.5,11.369769092649221
CA,Canada,3,2016,O3,76.56441717791411
CA,Canada,3,2017,NO2,1.8817995910020449
CA,Canada,3,2017,O3,76.56441717791411
CA,Canada,3,2017,PM2.5,3
CA,Canada,3,2021,O3,47.11656441717791
CA,Canada,3,2024,CO,201.84438601616515
CA,Canada,3,2024,NO2,8.605246265294097
CA,Canada,3,2024,O3,60.35029721224451
CA,Canada,3,2024,PM1,3.620168671467238
CA,Canada,3,2024,PM2.5,4.613949822691189
CA,Canada,3,2024,SO2,0.9300028068487107
CA,Canada,4,2016,O3,58.895705521472394
CA,Canada,4,2017,NO2,0
CA,Canada,4,2017,O3,115.8282208588957
CA,Canada,4,2018,O3,67.73006134969324
CA,Canada,4,2020,O3,76.56441717791411
CA,Canada,4,2020,PM2.5,2
CA,Canada,4,2021,PM2.5,4.6
CA,Canada,4,2022,CO,675.9059304703477
CA,Canada,4,2022,NO2,1.8817995910020449
CA,Canada,4,2022,O3,78.52760736196319
CA,Canada,4,2022,PM2.5,3.25
CA,Canada,4,2022,SO2,0
CA,Canada,5,2017,O3,76.56441717791411
CA,Canada,5,2019,PM2.5,4.6
CA,Canada,6,2016,NO2,4.7044989775051125
CA,Canada,6,2016,O3,48.68711656441718
CA,Canada,6,2016,PM2.5,1.75
CA,Canada,6,2023,PM2.5,21.5
CA,Canada,7,2020,O3,25.52147239263804
CA,Canada,7,2021,CO,0
CA,Canada,7,2021,NO2,7.527198364008179
CA,Canada,7,2021,O3,39.263803680981596
CA,Canada,7,2021,PM2.5,3.2
CA,Canada,7,2021,SO2,10.481799591002044
CA,Canada,7,2023,CO,229.120654396728
CA,Canada,7,2023,NO2,4.441047034764826
CA,Canada,7,2023,O3,61.48711656441718
CA,Canada,7,2023,PM2.5,19.22222222222222
CA,Canada,7,2023,SO2,0
CA,Canada,8,2018,O3,60.858895705521476
CA,Canada,8,2021,O3,27.484662576687118
CA,Canada,8,2023,O3,15.705521472392638
CA,Canada,8,2023,PM2.5,7.53210227316189
CA,Canada,9,2016,O3,26.50306748466258
CA,Canada,9,2019,PM2.5,2.1
CA,Canada,9,2021,NO2,1.8817995910020449
CA,Canada,9,2023,PM2.5,14.839583237965902
CA,Canada,10,2018,O3,60.858895705521476
CA,Canada,10,2023,PM2.5,10.221726258595785
CA,Canada,11,2016,O3,53.00613496932515
CA,Canada,11,2018,PM2.5,19
CA,Canada,11,2019,PM2.5,4.3
CA,Canada,11,2020,O3,0
CA,Canada,11,2020,PM2.5,8.6
CA,Canada,11,2021,NO2,20.699795501022493
CA,Canada,11,2021,O3,46.13496932515338
CA,Canada,11,2021,PM2.5,2.7
CA,Canada,11,2021,SO2,2.620449897750511
CA,Canada,11,2022,PM2.5,20.5
CA,Canada,11,2022,SO2,1.0481799591002046
CA,Canada,11,2023,PM2.5,5.8
CA,Canada,12,2016,O3,0
CA,Canada,12,2018,O3,35.33742331288344
CA,Canada,12,2019,CO,458.241308793456
CD,"Congo, Democratic Republic of the",5,2023,PM2.5,18
CE,NA,5,2023,PM2.5,12
CF,Central African Republic,5,2023,PM2.5,18
CF,Central African Republic,9,2022,PM2.5,8
CH,Switzerland,1,2018,NO2,10.2542
CH,Switzerland,1,2018,O3,20.2127
CH,Switzerland,1,2023,NO2,56.1377
CH,Switzerland,1,2024,NO2,1.3534
CH,Switzerland,1,2024,O3,87.0613
CH,Switzerland,2,2020,O3,44.6
CH,Switzerland,3,2024,CO,204.8
CH,Switzerland,3,2024,NO2,15.164727586206897
CH,Switzerland,3,2024,O3,64.51099642857143
CH,Switzerland,3,2024,PM1,1.4630952537059783
CH,Switzerland,3,2024,PM2.5,2.2483283733410966
CH,Switzerland,3,2024,SO2,0.8935571428571428
CH,Switzerland,5,2021,NO2,25.8977
CH,Switzerland,5,2021,O3,54.6271
CH,Switzerland,5,2021,SO2,0.3434
CL,Chile,1,2017,CO,950.18
CL,Chile,1,2017,NO2,36.97
CL,Chile,1,2017,PM2.5,20
CL,Chile,1,2017,SO2,0
CL,Chile,1,2019,PM2.5,15.93
CL,Chile,2,2016,CO,740.7
CL,Chile,2,2016,O3,983.1
CL,Chile,2,2016,PM2.5,4.949999999999999
CL,Chile,2,2017,SO2,5.85
CL,Chile,2,2024,PM2.5,16.267981150084072
CL,Chile,2,2024,SO2,12.8525
CL,Chile,3,2016,CO,222.1
CL,Chile,3,2017,CO,552.94
CL,Chile,3,2017,NO2,8.93
CL,Chile,3,2017,O3,7.685
CL,Chile,3,2017,SO2,8.04
CL,Chile,3,2024,PM2.5,19.05128205128205
CL,Chile,3,2024,SO2,15.344166666666666
CL,Chile,4,2016,CO,777.9
CL,Chile,4,2016,NO2,66.27
CL,Chile,4,2016,O3,4.46
CL,Chile,4,2016,PM2.5,35.20666666666667
CL,Chile,4,2016,SO2,2.34
CL,Chile,4,2017,O3,0
CL,Chile,4,2018,NO2,94.65
CL,Chile,4,2019,SO2,0
CL,Chile,4,2020,PM2.5,8
CL,Chile,4,2022,SO2,6.9
CL,Chile,5,2017,PM2.5,44.01
CL,Chile,5,2021,CO,0
CL,Chile,5,2021,O3,0
CL,Chile,5,2021,SO2,0
CL,Chile,5,2023,PM2.5,64
CL,Chile,6,2017,CO,0
CL,Chile,6,2017,NO2,0
CL,Chile,6,2017,O3,0
CL,Chile,6,2017,PM2.5,0
CL,Chile,6,2017,SO2,0
CL,Chile,7,2017,NO2,2.88
CL,Chile,7,2020,NO2,16.32
CL,Chile,7,2021,NO2,53.68
CL,Chile,7,2021,O3,0
CL,Chile,7,2021,PM2.5,60
CL,Chile,8,2018,CO,497.87
CL,Chile,8,2018,NO2,11.44
CL,Chile,8,2018,O3,41.78666666666667
CL,Chile,8,2018,PM2.5,22.36
CL,Chile,8,2018,SO2,7.86
CL,Chile,8,2021,CO,599.1976923076924
CL,Chile,8,2021,NO2,25.0164
CL,Chile,8,2021,O3,27.262758620689656
CL,Chile,9,2018,PM2.5,31
CL,Chile,10,2017,SO2,2.06
CL,Chile,10,2023,PM2.5,13.406994044780731
CL,Chile,10,2023,SO2,11.22
CL,Chile,11,2017,CO,13698.5
CL,Chile,11,2017,O3,13.66
CL,Chile,12,2017,CO,0
CL,Chile,12,2017,NO2,0
CL,Chile,12,2017,O3,0
CL,Chile,12,2017,SO2,0
CL,Chile,12,2019,NO2,134.8
CN,China,1,2020,CO,875
CN,China,1,2020,NO2,45.3
CN,China,1,2020,O3,57.7
CN,China,1,2020,PM2.5,100
CN,China,1,2020,SO2,12.333333333333334
CN,China,1,2021,CO,850
CN,China,1,2021,NO2,28.5
CN,China,1,2021,O3,37.5
CN,China,1,2021,PM2.5,32.5
CN,China,1,2021,SO2,8.5
CN,China,2,2019,CO,966.6666666666666
CN,China,2,2019,NO2,21.333333333333332
CN,China,2,2019,O3,124
CN,China,2,2019,PM2.5,95.66666666666667
CN,China,2,2019,SO2,18
CN,China,2,2020,CO,200
CN,China,2,2020,NO2,11
CN,China,2,2020,O3,82
CN,China,2,2020,PM2.5,25
CN,China,2,2020,SO2,8
CN,China,2,2021,CO,1100
CN,China,2,2021,NO2,23
CN,China,2,2021,O3,82
CN,China,2,2021,PM2.5,65
CN,China,2,2021,SO2,15
CN,China,2,2023,PM2.5,49
CN,China,3,2019,CO,900
CN,China,3,2019,NO2,35.666666666666664
CN,China,3,2019,O3,83.16666666666667
CN,China,3,2019,PM2.5,39.5
CN,China,3,2019,SO2,12.6
CN,China,3,2020,CO,800
CN,China,3,2020,NO2,15
CN,China,3,2020,O3,59
CN,China,3,2020,PM2.5,36
CN,China,3,2020,SO2,14.5
CN,China,3,2024,CO,583.9321249302844
CN,China,3,2024,NO2,51.72054305839582
CN,China,3,2024,O3,44.71628834355828
CN,China,3,2024,PM2.5,17.104761904761904
CN,China,3,2024,SO2,3.1689388775278347
CN,China,4,2020,CO,700
CN,China,4,2020,NO2,5
CN,China,4,2020,O3,121
CN,China,4,2020,PM2.5,54
CN,China,4,2020,SO2,13
CN,China,4,2021,CO,300
CN,China,4,2021,NO2,66
CN,China,4,2021,O3,86
CN,China,4,2021,PM2.5,44
CN,China,4,2021,SO2,14
CN,China,5,2019,CO,300
CN,China,5,2019,NO2,11
CN,China,5,2019,O3,144
CN,China,5,2019,PM2.5,18
CN,China,5,2019,SO2,6
CN,China,5,2020,CO,466.6666666666667
CN,China,5,2020,NO2,4.5
CN,China,5,2020,O3,109.33333333333333
CN,China,5,2020,PM2.5,14.75
CN,China,5,2020,SO2,5.333333333333333
CN,China,5,2021,CO,300
CN,China,5,2021,NO2,10
CN,China,5,2021,O3,127
CN,China,5,2021,PM2.5,19
CN,China,5,2021,SO2,5
CN,China,5,2023,PM2.5,28
CN,China,5,2023,SO2,3.668629856850715
CN,China,6,2020,CO,550
CN,China,6,2020,NO2,15
CN,China,6,2020,O3,93.5
CN,China,6,2020,PM2.5,28.166666666666668
CN,China,6,2020,SO2,8
CN,China,6,2021,CO,400
CN,China,6,2021,NO2,45
CN,China,6,2021,O3,116
CN,China,6,2021,PM2.5,23.5
CN,China,6,2021,SO2,8
CN,China,6,2022,PM2.5,6.8
CN,China,7,2021,CO,571.4285714285714
CN,China,7,2021,NO2,7.857142857142857
CN,China,7,2021,O3,90.85714285714286
CN,China,7,2021,PM2.5,6.666666666666667
CN,China,7,2021,SO2,5.142857142857143
CN,China,7,2023,O3,100.12269938650307
CN,China,7,2023,PM2.5,7.6
CN,China,8,2018,CO,668
CN,China,8,2018,NO2,14
CN,China,8,2018,O3,47
CN,China,8,2018,PM2.5,30
CN,China,8,2018,SO2,4
CN,China,8,2019,CO,775
CN,China,8,2019,NO2,14.5
CN,China,8,2019,O3,157
CN,China,8,2019,PM2.5,29
CN,China,8,2019,SO2,5.5
CN,China,8,2021,CO,626.7456359102245
CN,China,8,2021,NO2,15.74436090225564
CN,China,8,2021,O3,141.3271028037383
CN,China,8,2021,PM2.5,19.804619225967542
CN,China,8,2021,SO2,6.068381430363864
CN,China,8,2023,PM2.5,24.5
CN,China,9,2020,CO,600
CN,China,9,2020,NO2,21.5
CN,China,9,2020,O3,141
CN,China,9,2020,PM2.5,23
CN,China,9,2020,SO2,13
CN,China,10,2018,CO,1100
CN,China,10,2018,NO2,27
CN,China,10,2018,O3,82
CN,China,10,2018,PM2.5,56
CN,China,10,2018,SO2,4
CN,China,10,2019,CO,1100
CN,China,10,2019,NO2,39.5
CN,China,10,2019,PM2.5,80
CN,China,10,2019,SO2,7.5
CN,China,11,2018,CO,733.3333333333334
CN,China,11,2018,NO2,37
CN,China,11,2018,O3,63
CN,China,11,2018,PM2.5,44.666666666666664
CN,China,11,2018,SO2,13.5
CN,China,11,2019,CO,500
CN,China,11,2019,NO2,7
CN,China,11,2019,PM2.5,4
CN,China,11,2019,SO2,9
CN,China,11,2020,CO,700
CN,China,11,2020,NO2,67
CN,China,11,2020,O3,117
CN,China,11,2020,PM2.5,63
CN,China,11,2020,SO2,9
CN,China,12,2018,CO,840
CN,China,12,2018,NO2,38.8
CN,China,12,2018,O3,42.6
CN,China,12,2018,PM2.5,56
CN,China,12,2018,SO2,12.6
CN,China,12,2019,CO,700
CN,China,12,2019,NO2,28.125
CN,China,12,2019,O3,42.25
CN,China,12,2019,PM2.5,35.125
CN,China,12,2019,SO2,10.166666666666666
CN,China,12,2020,CO,713.1578947368421
CN,China,12,2020,NO2,34.83116883116883
CN,China,12,2020,O3,64.99354838709678
CN,China,12,2020,PM2.5,38.61842105263158
CN,China,12,2020,SO2,10.034246575342467
CO,Colombia,1,2022,CO,1887.5497942740292
CO,Colombia,1,2022,PM2.5,995
CO,Colombia,1,2023,NO2,31.559096400817992
CO,Colombia,1,2023,PM2.5,15
CO,Colombia,2,2022,O3,37.49693251533742
CO,Colombia,2,2022,PM2.5,12
CO,Colombia,3,2022,O3,18.469253496932517
CO,Colombia,3,2024,CO,2648.8066053169737
CO,Colombia,3,2024,NO2,53.344784355828224
CO,Colombia,3,2024,O3,44.61581349693252
CO,Colombia,3,2024,PM2.5,26.248494444444447
CO,Colombia,4,2022,CO,984.241261821614
CO,Colombia,4,2022,NO2,36.4808521809344
CO,Colombia,4,2022,O3,8.319715468302658
CO,Colombia,4,2022,PM2.5,22.348262124999998
CO,Colombia,4,2022,SO2,6.610204198332546
CO,Colombia,4,2023,NO2,19.650880408997956
CO,Colombia,7,2021,SO2,114.85927166871164
CO,Colombia,8,2021,CO,425.5572474437629
CO,Colombia,8,2021,NO2,23.101084687116565
CO,Colombia,8,2021,O3,11.723121472392638
CO,Colombia,8,2021,PM2.5,9.243975
CO,Colombia,9,2019,PM2.5,40.3109
CO,Colombia,10,2019,NO2,24.70840498977505
CO,Colombia,10,2019,O3,22.57668711656442
CO,Colombia,10,2019,PM2.5,10.995155
CO,Colombia,11,2016,PM2.5,10.6
CO,Colombia,12,2021,O3,0
CO,Colombia,12,2022,NO2,8.423687689161554
CO,Colombia,12,2022,SO2,8.385439672801636
CS,Serbia and Montenegro,5,2023,PM2.5,14
CW,NA,5,2023,O3,25.52147239263804
CY,Cyprus,3,2024,CO,507.660725
CY,Cyprus,3,2024,NO2,31.72389772727273
CY,Cyprus,3,2024,O3,46.576344909090906
CY,Cyprus,3,2024,PM2.5,9.570092
CY,Cyprus,3,2024,SO2,2.667164718181818
CY,Cyprus,9,2023,CO,34330.65
CZ,Czech Republic,1,2017,CO,757
CZ,Czech Republic,1,2017,NO2,7.1
CZ,Czech Republic,1,2017,SO2,10.1
CZ,Czech Republic,1,2023,PM2.5,10.1686
CZ,Czech Republic,1,2024,NO2,2.5
CZ,Czech Republic,1,2024,O3,70.65856666666667
CZ,Czech Republic,1,2024,PM2.5,2
CZ,Czech Republic,2,2020,SO2,4.3
