country_code,country_label,month,year,pollutant,mean_value
US,United States,5,2019,NO2,1.8817995910020449
US,United States,5,2019,O3,82.45398773006136
US,United States,5,2019,PM2.5,7.5
US,United States,5,2020,NO2,9.408997955010225
US,United States,5,2020,PM2.5,8.1
US,United States,5,2020,SO2,1.7469665985003406
US,United States,5,2021,CO,263.4887525562372
US,United States,5,2021,NO2,13.172597137014314
US,United States,5,2021,O3,87.03476482617587
US,United States,5,2021,PM2.5,2
US,United States,5,2021,SO2,2.620449897750511
US,United States,5,2022,CO,217.66462167689164
US,United States,5,2022,NO2,5.833578732106339
US,United States,5,2022,O3,72.05555181015303
US,United States,5,2022,PM2.5,8.016230366492147
US,United States,5,2022,SO2,2.35840490797546
US,United States,5,2023,CO,251.41347482451778
US,United States,5,2023,NO2,7.783015959653298
US,United States,5,2023,O3,92.07410516945767
US,United States,5,2023,PM2.5,7.650279850746268
US,United States,5,2023,SO2,1.4890453496230371
US,United States,6,2016,O3,51.533742331288344
US,United States,6,2016,PM2.5,17.866666666666667
US,United States,6,2017,CO,197.61656441717793
US,United States,6,2017,NO2,15.054396728016359
US,United States,6,2017,O3,74.60122699386503
US,United States,6,2017,PM2.5,19.5
US,United States,6,2017,SO2,0
US,United States,6,2018,CO,693.0899795501023
US,United States,6,2018,NO2,17.56346284935242
US,United States,6,2018,O3,37.95501022494887
US,United States,6,2018,PM2.5,17.28
US,United States,6,2018,SO2,2.620449897750511
US,United States,6,2019,CO,710.2740286298568
US,United States,6,2019,NO2,15.054396728016359
US,United States,6,2019,O3,42.69938650306749
US,United States,6,2019,PM2.5,8.3
US,United States,6,2019,SO2,0
US,United States,6,2020,O3,119.10020449897752
US,United States,6,2020,PM2.5,9.069565217391304
US,United States,6,2020,SO2,2.620449897750511
US,United States,6,2021,PM2.5,3.16
US,United States,6,2021,SO2,0
US,United States,6,2022,NO2,24.463394683026586
US,United States,6,2022,O3,60.122699386503065
US,United States,6,2022,PM2.5,11.413333333333334
US,United States,6,2022,SO2,2.620449897750511
US,United States,7,2016,CO,171.840490797546
US,United States,7,2016,NO2,5.645398773006135
US,United States,7,2016,O3,86.38036809815951
US,United States,7,2016,PM2.5,7.5
US,United States,7,2016,SO2,0
US,United States,7,2017,CO,34.36809815950921
US,United States,7,2017,NO2,3.7635991820040897
US,United States,7,2017,O3,88.34355828220859
US,United States,7,2017,PM2.5,14.116666666666667
US,United States,7,2017,SO2,0
US,United States,7,2018,CO,229.120654396728
US,United States,7,2018,NO2,3.7635991820040897
US,United States,7,2018,O3,50.061349693251536
US,United States,7,2018,PM2.5,9.176470588235293
US,United States,7,2019,PM2.5,9.364285714285714
US,United States,7,2020,O3,0
US,United States,7,2020,PM2.5,15.333333333333334
US,United States,7,2020,SO2,0
US,United States,7,2021,CO,194.7525562372188
US,United States,7,2021,NO2,1.8817995910020449
US,United States,7,2021,O3,63.80368098159509
US,United States,7,2021,PM2.5,1
US,United States,7,2022,CO,343.680981595092
US,United States,7,2022,NO2,5.645398773006135
US,United States,7,2022,O3,33.374233128834355
US,United States,7,2022,PM2.5,10.533333333333333
US,United States,7,2022,SO2,0
US,United States,8,2014,PM2.5,7.1
US,United States,8,2016,CO,3207.689161554192
US,United States,8,2016,O3,96.19631901840492
US,United States,8,2016,PM2.5,14.866666666666667
US,United States,8,2017,PM2.5,8
US,United States,8,2018,NO2,1.8817995910020449
US,United States,8,2018,O3,30.429447852760738
US,United States,8,2018,PM2.5,14.470588235294118
US,United States,8,2019,CO,343.680981595092
US,United States,8,2019,NO2,1.8817995910020449
US,United States,8,2019,O3,80.98159509202453
US,United States,8,2019,PM2.5,10.166666666666666
US,United States,8,2019,SO2,0.8734832992501703
US,United States,8,2020,NO2,2.8226993865030674
US,United States,8,2020,O3,80.49079754601226
US,United States,8,2020,PM2.5,8.7
US,United States,8,2020,SO2,0
US,United States,8,2021,CO,0
US,United States,8,2021,O3,72.63803680981596
US,United States,8,2021,PM2.5,12.375
US,United States,8,2022,CO,217.66462167689164
US,United States,8,2022,O3,54.09679618268575
US,United States,8,2022,PM2.5,3.566666666666667
US,United States,9,2016,CO,343.680981595092
US,United States,9,2016,NO2,13.172597137014314
US,United States,9,2016,PM2.5,4.425
US,United States,9,2017,PM2.5,3.6666666666666665
US,United States,9,2017,SO2,2.620449897750511
US,United States,9,2018,NO2,12.231697341513293
US,United States,9,2018,O3,62.42944785276074
US,United States,9,2018,PM2.5,9.954166666666667
US,United States,9,2018,SO2,0
US,United States,9,2019,CO,458.241308793456
US,United States,9,2019,O3,66.74846625766871
US,United States,9,2019,PM2.5,17.05
US,United States,9,2020,O3,133.49693251533742
US,United States,9,2020,PM2.5,15.307692307692308
US,United States,9,2021,CO,171.840490797546
US,United States,9,2021,NO2,5.645398773006135
US,United States,9,2021,O3,50.38854805725971
US,United States,9,2021,PM2.5,12.84
US,United States,9,2021,SO2,1.3102249488752555
US,United States,9,2022,CO,211.93660531697344
US,United States,9,2022,NO2,31.990593047034764
US,United States,9,2022,O3,73.61963190184049
US,United States,9,2022,PM2.5,4.926923076923077
US,United States,9,2022,SO2,1.3102249488752555
US,United States,10,2016,O3,34.355828220858896
US,United States,10,2016,PM2.5,11.733333333333333
US,United States,10,2017,CO,492.6094069529653
US,United States,10,2017,NO2,11.918064076346285
US,United States,10,2017,O3,66.74846625766871
US,United States,10,2017,PM2.5,6.661538461538462
US,United States,10,2018,O3,53.22426721199727
US,United States,10,2018,PM2.5,4.45
US,United States,10,2019,CO,0
US,United States,10,2019,NO2,2.8226993865030674
US,United States,10,2019,O3,64.78527607361963
US,United States,10,2019,PM2.5,6.571428571428571
US,United States,10,2019,SO2,0
US,United States,10,2020,O3,39.59100204498978
US,United States,10,2020,PM2.5,3.4333333333333336
US,United States,10,2021,NO2,39.51779141104294
US,United States,10,2021,O3,27.484662576687118
US,United States,10,2021,PM2.5,12.466666666666667
US,United States,10,2021,SO2,1.3102249488752555
US,United States,10,2022,CO,584.2576687116565
US,United States,10,2022,NO2,41.399591002044986
US,United States,10,2022,O3,52.61349693251534
US,United States,10,2022,PM2.5,5.133333333333333
US,United States,11,2016,O3,79.68767428890128
US,United States,11,2016,PM2.5,4.257142857142857
US,United States,11,2017,NO2,13.172597137014314
US,United States,11,2017,O3,28.326029798422436
US,United States,11,2017,PM2.5,6.156521739130435
US,United States,11,2018,CO,57.280163599182
US,United States,11,2018,PM2.5,8.75
US,United States,11,2019,CO,458.241308793456
US,United States,11,2019,O3,65.2760736196319
US,United States,11,2019,PM2.5,8.37
US,United States,11,2020,NO2,43.281390593047036
US,United States,11,2020,O3,51.533742331288344
US,United States,11,2020,PM2.5,4.3
US,United States,11,2020,SO2,1.3102249488752555
US,United States,11,2021,CO,240.57668711656444
US,United States,11,2021,NO2,13.172597137014314
US,United States,11,2021,O3,31.939594148183108
US,United States,11,2021,PM2.5,7.7681818181818185
US,United States,11,2022,O3,60.858895705521476
US,United States,11,2022,PM2.5,3.8
US,United States,12,2016,NO2,16.936196319018403
US,United States,12,2016,O3,49.57055214723927
US,United States,12,2016,PM2.5,4.9
US,United States,12,2016,SO2,0
US,United States,12,2017,CO,610.9884117246081
US,United States,12,2017,NO2,26.34519427402863
US,United States,12,2017,O3,72.63803680981596
US,United States,12,2017,PM2.5,7.85
US,United States,12,2018,CO,343.680981595092
US,United States,12,2018,NO2,23.52249488752556
US,United States,12,2018,O3,17.177914110429448
US,United States,12,2018,PM2.5,4.725
US,United States,12,2018,SO2,0
US,United States,12,2019,CO,355.1370143149285
US,United States,12,2019,NO2,20.699795501022493
US,United States,12,2019,O3,32.392638036809814
US,United States,12,2019,PM2.5,6.011111111111111
US,United States,12,2019,SO2,0
US,United States,12,2020,CO,347.67562765747635
US,United States,12,2020,NO2,19.74993079450462
US,United States,12,2020,O3,17.66871165644172
US,United States,12,2020,PM2.5,4.5
US,United States,12,2020,SO2,0.8734832992501703
US,United States,12,2021,CO,756.0981595092026
US,United States,12,2021,NO2,13.172597137014314
US,United States,12,2021,O3,39.263803680981596
US,United States,12,2021,PM2.5,8.18
US,United States,12,2021,SO2,0.8734832992501703
US,United States,12,2022,O3,26.175869120654397
US,United States,12,2022,PM2.5,7.785714285714286
US,United States,12,2022,SO2,0
UZ,Uzbekistan,5,2023,O3,21.595092024539877
UZ,Uzbekistan,5,2023,PM2.5,14
VM,NA,5,2023,PM2.5,36
VN,Viet Nam,8,2015,PM2.5,36.9
VN,Viet Nam,11,2016,PM2.5,20.55
XK,NA,5,2023,CO,0.5384615384615384
XK,NA,5,2023,NO2,20.307692307692307
XK,NA,5,2023,O3,24.346153846153847
XK,NA,5,2023,PM2.5,11.146153846153846
XK,NA,5,2023,SO2,5.9
XK,NA,10,2020,CO,85
XK,NA,10,2020,NO2,6.62
XK,NA,10,2020,O3,80.515
XK,NA,10,2020,PM2.5,10.681
XK,NA,10,2020,SO2,13.547
XK,NA,11,2016,PM2.5,19
ZA,South Africa,1,2023,CO,5.728016359918201
ZA,South Africa,1,2023,O3,2.8299386503067487
ZA,South Africa,1,2023,PM2.5,0.78525
ZA,South Africa,1,2023,SO2,0.7402770961145194
ZA,South Africa,2,2022,CO,948.559509202454
ZA,South Africa,2,2022,NO2,5.047927402862986
ZA,South Africa,2,2022,O3,10.228875255623722
ZA,South Africa,2,2022,PM2.5,3
ZA,South Africa,2,2022,SO2,17.47315991820041
ZA,South Africa,2,2023,CO,0
ZA,South Africa,2,2023,NO2,0
ZA,South Africa,2,2023,O3,4.638364008179959
ZA,South Africa,2,2023,PM2.5,2.789
ZA,South Africa,2,2023,SO2,10.437251942740287
ZA,South Africa,3,2022,CO,282.96400817995914
ZA,South Africa,3,2022,NO2,3.9470746421267897
ZA,South Africa,3,2022,O3,9.735460122699386
ZA,South Africa,3,2022,SO2,6.418355282890252
ZA,South Africa,3,2023,CO,792.757464212679
ZA,South Africa,3,2023,NO2,5.337796916784646
ZA,South Africa,3,2023,O3,41.00943669827105
ZA,South Africa,3,2023,PM2.5,3.684857142857143
ZA,South Africa,3,2023,SO2,11.7128593692821
ZA,South Africa,4,2019,SO2,7.494486707566462
ZA,South Africa,4,2022,NO2,11.950368302658488
ZA,South Africa,4,2022,SO2,10.716329856850715
ZA,South Africa,4,2023,CO,1551.261390593047
ZA,South Africa,4,2023,NO2,10.602341165644171
ZA,South Africa,4,2023,O3,64.01167581530514
ZA,South Africa,4,2023,PM2.5,14.420607142857143
ZA,South Africa,4,2023,SO2,12.139408847989092
ZA,South Africa,5,2022,CO,311.6040899795501
ZA,South Africa,5,2022,NO2,9.911976102833771
ZA,South Africa,5,2022,O3,22.894527607361965
ZA,South Africa,5,2022,PM2.5,17.702777777777776
ZA,South Africa,5,2022,SO2,14.15252580777096
ZA,South Africa,5,2023,CO,492.9014234732748
ZA,South Africa,5,2023,NO2,12.141762615934395
ZA,South Africa,5,2023,O3,37.36348951661835
ZA,South Africa,5,2023,PM2.5,13.3140826446281
ZA,South Africa,5,2023,SO2,9.416775697783672
ZA,South Africa,6,2021,O3,36.0598773006135
ZA,South Africa,6,2022,CO,0
ZA,South Africa,6,2022,NO2,5.4898366734833
ZA,South Africa,6,2022,O3,59.191305872042065
ZA,South Africa,6,2022,PM2.5,11.082
ZA,South Africa,6,2022,SO2,18.187378095887297
ZA,South Africa,7,2021,CO,0
ZA,South Africa,7,2022,CO,18197.907975460126
ZA,South Africa,7,2022,NO2,23.692797750511247
ZA,South Africa,7,2022,O3,1.6716564417177915
ZA,South Africa,7,2022,PM2.5,87.21000000000001
ZA,South Africa,7,2022,SO2,43.832265439672796
ZA,South Africa,8,2021,NO2,3.3552486707566467
ZA,South Africa,8,2021,O3,32.82159509202454
ZA,South Africa,8,2021,PM2.5,34.821
ZA,South Africa,8,2021,SO2,4.528137423312883
ZA,South Africa,8,2022,CO,281.0546693933197
ZA,South Africa,8,2022,NO2,7.37461578050443
ZA,South Africa,8,2022,O3,34.27288343558283
ZA,South Africa,8,2022,PM2.5,18.13125
ZA,South Africa,8,2022,SO2,8.456288873740816
ZA,South Africa,9,2021,CO,99.6674846625767
ZA,South Africa,9,2021,PM2.5,15.383
ZA,South Africa,9,2022,NO2,4.712026175869121
ZA,South Africa,9,2022,O3,22.91926380368098
ZA,South Africa,9,2022,PM2.5,16
ZA,South Africa,9,2022,SO2,13.339254623949103
ZA,South Africa,10,2021,CO,584.2576687116565
ZA,South Africa,10,2021,NO2,6.872959372869802
ZA,South Africa,10,2021,O3,1.2584049079754602
ZA,South Africa,10,2021,SO2,19.310095296523514
ZA,South Africa,10,2022,CO,1855.4954328561691
ZA,South Africa,10,2022,NO2,45.08227280163599
ZA,South Africa,10,2022,O3,42.20269938650307
ZA,South Africa,10,2022,PM2.5,37.6
ZA,South Africa,10,2022,SO2,23.12172684779433
ZA,South Africa,11,2021,NO2,5.716907157464213
ZA,South Africa,11,2021,PM2.5,4.613
ZA,South Africa,11,2021,SO2,0
ZA,South Africa,11,2022,CO,1064.2654396728017
ZA,South Africa,11,2022,NO2,1.6904832992501702
ZA,South Africa,11,2022,O3,55.3482208588957
ZA,South Africa,11,2022,PM2.5,13.931666666666667
ZA,South Africa,11,2022,SO2,49.854059304703476
ZA,South Africa,12,2021,PM2.5,19.429
ZA,South Africa,12,2022,PM2.5,8.778500000000001
ZA,South Africa,12,2022,SO2,6.1449550102249475
